Symbol	GSM8422086	GSM8422087	GSM8422088	GSM8422089	GSM8422091	GSM8422092	GSM8422093	GSM8422094	GSM8422095	GSM8422096	GSM8422097
LINC02247	0	0	0	0	0	1	1	0	1	0	0
RXRA	1705	1489	1491	2016	2107	2636	2906	2518	2262	2123	2149
MIR4669	0	0	0	0	0	0	0	0	0	0	0
LOC105376311	12	23	20	14	10	14	9	13	12	16	10
LOC100506532	2	2	0	2	2	3	3	5	0	0	3
COL5A1	148	142	125	210	243	664	534	495	256	289	273
COL5A1-AS1	1	1	4	1	1	4	2	6	1	2	1
LOC101448202	6	2	4	2	5	16	15	16	5	6	5
MIR3689C	0	0	0	0	0	0	0	0	0	0	0
MIR3689A	0	0	0	0	0	0	0	0	0	0	0
MIR3689D1	0	0	0	0	0	0	0	0	0	0	0
MIR3689B	0	0	0	0	0	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0	0	0	0	0	0
FCN2	0	0	0	0	0	0	0	0	0	0	3
FCN1	0	0	0	0	0	0	0	0	0	0	0
LOC105376314	0	0	0	0	0	0	0	0	0	0	0
LOC105376313	0	0	0	0	0	0	0	0	0	0	0
OLFM1	0	0	0	0	1	0	2	0	0	3	2
LOC102723948	0	0	0	0	0	0	0	1	0	0	0
LOC401557	0	0	0	0	0	0	0	0	0	1	0
LOC107987138	0	0	0	0	1	0	0	0	0	0	0
LINC02907	0	0	0	0	0	0	0	0	0	0	0
PPP1R26-AS1	324	230	306	282	314	321	350	341	251	272	294
PPP1R26	1890	1673	1459	1509	1458	1158	1131	1085	1406	1507	1423
PIERCE1	234	171	175	165	178	194	214	184	177	171	162
MRPS2	2115	1898	1958	1747	1740	1407	1493	1279	1547	1496	1651
LOC101928525	993	914	884	802	782	569	646	572	671	683	736
LCN1	0	0	0	0	0	0	0	0	0	0	0
OBP2A	0	0	0	0	0	0	0	0	0	0	0
LOC107987040	0	0	0	0	0	0	0	0	0	0	0
PAEP	0	0	0	0	0	1	0	0	0	1	0
LINC01502	0	0	0	0	0	0	0	0	0	0	0
LOC105376316	0	0	0	0	0	0	0	0	0	0	0
LOC102723971	0	0	0	0	0	0	0	0	0	0	0
GLT6D1	0	0	0	1	0	0	0	0	1	0	0
LCN9	0	0	0	0	0	0	0	0	0	0	0
LOC105376317	0	0	0	0	0	0	0	0	0	0	0
LOC105376318	0	0	0	0	0	0	0	0	0	0	0
SOHLH1	0	0	0	0	0	6	1	2	0	1	0
KCNT1	10	13	3	3	4	40	26	29	6	14	9
LOC107987139	0	0	3	0	0	2	4	2	3	7	1
LOC107987140	1	1	1	2	0	1	1	2	0	1	1
CAMSAP1	1557	1280	1248	1203	1289	1289	1454	1271	1332	1223	1302
CAMSAP1-DT	140	96	96	153	146	195	234	190	177	176	191
UBAC1	1279	1040	1028	1235	1285	1305	1431	1218	1233	1230	1240
NACC2	1990	1845	1819	2025	2190	2134	2458	2052	2068	2092	2094
LOC105376322	50	52	60	50	54	73	75	72	50	54	58
LINC02846	18	9	6	34	29	60	64	41	34	30	31
TMEM250	1296	1179	1104	1340	1390	1446	1576	1331	1349	1362	1450
LHX3	6	5	7	12	11	25	17	27	21	14	14
QSOX2	2685	2342	2181	2019	2221	1971	2079	1783	2078	1949	1950
LOC101928722	1	0	0	0	0	1	5	0	0	0	0
CCDC187	2	0	1	1	0	1	2	2	1	0	0
DKFZP434A062	8	8	2	4	8	17	12	13	5	1	10
GPSM1	1767	1489	1490	1540	1496	1989	2011	1720	1468	1545	1639
DNLZ	254	199	217	231	237	228	252	195	175	179	240
CARD9	30	39	49	57	46	69	80	59	59	62	69
SNAPC4	958	865	869	899	912	808	809	764	800	827	807
ENTR1	2306	1897	1886	2009	2124	1491	1620	1640	1763	1692	1850
PMPCA	3720	3273	3159	2890	2999	2584	2777	2658	2719	2657	2811
INPP5E	712	586	646	636	591	789	807	726	675	720	717
SEC16A	3593	3154	3050	3204	3554	3381	3514	3256	3398	3111	3488
C9orf163	76	66	63	61	60	74	94	76	68	56	71
NOTCH1	2073	1845	1770	2122	2335	3978	3957	3514	2318	2237	2361
MIR4673	0	1	0	0	3	2	1	2	1	0	0
MIR4674	9	0	4	3	1	4	10	5	5	4	7
NALT1	38	33	44	17	32	73	81	63	32	39	54
LINC01451	0	0	0	5	0	1	2	1	0	0	1
LOC105376325	4	1	6	3	0	0	8	5	2	2	0
LOC102724193	1	0	0	0	0	1	0	1	0	1	0
HSPC324	1	0	0	0	0	0	0	1	0	1	0
EGFL7	1533	1375	1249	1146	1246	1432	1424	1288	1137	1185	1161
MIR126	1	0	0	0	2	3	0	1	0	2	0
AGPAT2	1626	1444	1391	1698	1614	1964	2073	1774	1670	1674	1748
DIPK1B	723	606	578	600	647	828	911	670	634	613	614
SNHG7	1187	970	1011	910	999	961	1048	855	905	853	930
SNORA17B	7	11	17	14	17	15	17	14	16	10	19
SNORA17A	33	19	26	36	36	28	34	40	32	38	46
LCN10	0	2	1	1	6	4	5	4	3	1	3
LCN6	1	0	0	0	1	2	0	4	5	4	2
LOC100128593	1	1	1	6	0	7	0	6	5	3	4
MIR6722	0	0	0	0	0	0	0	0	0	0	0
LCN8	0	0	0	0	1	1	0	0	2	0	0
LCN15	1	0	0	5	0	0	2	3	0	0	0
LOC107987143	3	1	0	0	4	4	1	3	0	0	1
TMEM141	429	418	403	449	519	606	642	542	436	461	512
CCDC183	72	57	59	100	80	166	171	150	112	103	112
CCDC183-AS1	35	40	23	41	52	116	118	72	62	73	65
RABL6	4335	3688	3602	3883	4101	4073	4105	3741	3813	3920	4027
MIR4292	12	15	11	3	15	16	8	5	21	7	7
AJM1	75	80	73	157	134	320	341	274	185	236	172
PHPT1	1059	859	932	1098	1181	1815	1914	1533	1211	1126	1124
MAMDC4	89	62	78	96	91	251	201	223	147	128	125
EDF1	2686	2355	2241	2512	2572	2759	2991	2539	2421	2148	2390
TRAF2	865	759	750	863	982	1180	1110	1008	933	909	949
LOC105376326	10	17	23	19	22	39	59	28	16	14	20
MIR4479	13	12	9	13	19	33	17	16	20	24	15
FBXW5	2296	1944	1847	2190	2086	3062	3152	2738	1992	2012	2024
C8G	61	37	53	45	61	167	197	140	74	80	63
LCN12	17	13	13	21	14	103	116	79	21	29	25
LINC02692	1	0	1	0	0	14	4	9	4	2	4
PTGDS	50	43	56	91	98	1278	1338	900	161	136	108
LCNL1	2	1	7	12	12	114	120	107	22	21	10
PAXX	716	677	652	979	915	994	1136	765	832	838	859
CLIC3	9	3	2	13	9	170	155	123	18	30	21
ABCA2	2722	2249	2291	2303	2366	3374	3427	2954	2340	2281	2297
LINC02908	4	10	5	8	13	30	22	16	11	22	11
FUT7	0	0	1	2	1	8	6	3	1	8	3
NPDC1	1429	1241	1206	1245	1257	1457	1602	1347	1245	1255	1268
ENTPD2	1	0	0	0	0	4	3	12	1	1	3
LOC105376327	1	0	0	1	0	1	2	1	0	0	1
SAPCD2	1877	1546	1586	2511	2522	1374	1450	1338	2239	2338	2362
UAP1L1	624	566	590	670	674	1008	1000	833	618	770	622
MAN1B1-DT	91	77	76	56	76	124	114	92	77	71	64
MAN1B1	1633	1374	1402	1485	1554	1890	1975	1904	1583	1634	1672
LOC101930307	248	280	232	230	263	298	291	266	212	221	266
DPP7	2931	2674	2615	2561	2644	2855	2954	2566	2345	2303	2306
GRIN1	23	30	18	38	44	38	36	30	34	34	38
LOC105376328	1	1	2	5	2	8	2	3	11	3	6
LRRC26	26	22	27	34	18	24	19	22	26	26	20
MIR3621	1	0	0	0	0	0	0	0	0	1	1
TMEM210	0	0	2	1	2	0	2	0	0	0	1
ANAPC2	999	968	960	1182	1184	1282	1297	1089	1199	1197	1269
SSNA1	569	474	554	489	664	555	638	473	540	518	570
TPRN	606	587	528	538	645	635	687	628	617	606	599
TMEM203	762	743	678	798	856	696	837	697	847	800	873
NDOR1	988	913	875	1167	1170	1163	1125	1010	1249	1180	1241
RNF208	99	84	88	64	71	94	90	77	63	72	76
CYSRT1	34	34	20	48	35	112	154	109	58	65	64
RNF224	27	24	27	58	60	126	137	137	79	69	62
SLC34A3	71	65	41	119	106	284	292	220	138	137	150
TUBB4B	13494	11616	11473	13145	13807	11569	12166	10763	13711	13055	14034
FAM166A	541	470	490	561	598	507	553	443	579	531	573
STPG3-AS1	25	16	9	14	10	30	26	23	14	12	16
STPG3	19	17	7	15	16	38	31	30	21	26	17
NELFB	2707	2277	2391	2490	2396	2437	2591	2024	2433	2361	2655
TOR4A	1820	1792	1634	1436	1468	1103	1137	975	1260	1450	1412
NRARP	647	583	565	580	636	467	430	428	532	558	551
EXD3	359	311	319	342	319	408	424	357	321	310	318
NOXA1	534	443	442	443	483	656	683	528	495	532	546
ENTPD8	18	10	5	12	8	25	27	10	17	11	10
NSMF	5451	4839	4833	3721	3883	3796	4005	3423	3481	3451	3447
MIR7114	3	0	1	3	0	2	3	4	1	2	3
PNPLA7	65	42	70	76	54	207	199	191	87	77	84
MRPL41	1670	1446	1354	1647	1639	1609	1678	1434	1542	1358	1562
DPH7	895	690	704	758	761	733	729	629	745	703	754
ZMYND19	1151	1075	1020	1055	955	730	781	722	946	902	919
ARRDC1	1157	1033	972	776	841	1048	1149	1010	840	882	887
ARRDC1-AS1	230	208	214	231	250	258	239	224	245	246	241
EHMT1	1674	1542	1474	1477	1590	1822	1842	1705	1558	1613	1647
LOC651337	11	11	12	8	9	7	8	14	6	7	12
MIR602	0	0	0	0	0	0	0	0	1	0	0
LOC100133077	0	0	0	0	1	0	1	0	0	0	0
CACNA1B	4	0	0	0	1	0	0	0	1	0	1
CACNA1B-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC101928786	0	0	0	0	0	0	0	0	1	0	0
TUBBP5	0	1	2	0	1	2	3	1	0	1	0
LOC101928932	0	0	0	0	0	0	0	0	0	0	0
LOC107987145	0	0	0	0	0	0	0	0	0	0	0
FAM157B	42	35	29	26	41	57	55	51	42	35	41
LOC112267861	10	10	16	8	14	16	10	17	13	7	11
LOC105376333	33	29	29	20	26	34	33	27	24	29	22
LOC105376332	0	0	0	0	0	0	0	0	0	0	0
LOC105379525	0	0	1	1	1	1	1	1	1	0	1
LOC102724727	0	0	0	0	0	0	0	0	0	0	0
LOC107987370	0	0	0	0	0	0	0	0	0	0	0
LOC107987372	0	0	0	0	0	1	0	0	1	0	0
LOC102724813	0	0	1	0	0	0	0	0	0	0	0
LOC102723376	0	0	0	3	2	9	9	15	7	4	8
TUBB8	19	14	15	14	9	17	28	23	7	6	8
ZMYND11	1256	1173	1059	1210	1328	1249	1332	1538	1466	1358	1432
LOC107984190	45	40	51	53	52	45	60	66	57	58	69
LOC107984191	0	1	0	0	0	1	2	1	2	5	0
DIP2C	695	587	594	589	649	867	837	808	773	681	666
LOC105376340	2	5	2	2	2	4	5	5	2	1	1
LOC101930421	1	0	3	1	1	1	2	1	0	0	4
MIR5699	1	0	0	0	0	0	0	0	0	0	1
DIP2C-AS1	8	5	7	5	9	16	20	12	13	14	11
LARP4B	3272	2971	2764	2764	2963	2536	2565	2618	2958	2720	2924
LARP4B-DT	2	2	2	3	2	7	6	2	4	0	1
LOC107984285	57	68	38	42	43	63	56	57	55	39	60
LOC105376341	6	16	10	4	5	10	15	11	12	13	9
GTPBP4	3604	3299	3223	3221	3238	2129	2298	2334	3008	2766	2948
IDI2	46	36	48	54	58	29	32	35	44	38	35
IDI2-AS1	152	125	130	125	143	145	137	161	125	125	135
IDI1	1421	1267	1237	1141	1243	1103	1198	1307	1273	1174	1232
WDR37	614	526	450	471	556	541	594	532	554	512	630
LOC105376344	0	0	0	0	0	0	0	0	0	0	0
LINC00200	0	0	0	0	0	0	0	0	0	0	0
ADARB2	0	0	0	0	3	0	0	0	0	0	0
LOC105376342	0	0	0	0	0	0	0	0	0	0	0
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC105376345	0	0	0	0	0	0	0	0	0	0	0
LOC105376346	0	0	0	0	0	0	0	0	0	0	0
LINC00700	0	0	0	0	0	0	0	0	0	0	0
MIR6072	0	0	0	0	0	0	0	0	0	0	0
LINC02662	0	0	0	0	0	0	0	0	0	0	0
LOC107984168	0	0	0	0	0	0	0	0	0	0	0
LINC00701	0	0	0	0	0	0	0	0	0	0	0
LOC105376349	0	0	0	0	0	0	0	0	0	0	0
LINC02645	0	0	0	0	0	0	0	0	0	0	0
LOC107983989	0	0	0	0	0	0	0	0	0	0	0
LOC105376350	0	0	0	0	0	0	0	0	0	0	0
LOC105376352	0	0	0	0	0	0	0	0	0	0	0
PFKP-DT	17	15	11	10	13	24	25	24	12	14	31
PFKP	5598	4984	4756	5411	5517	4644	5200	4421	5156	5085	5235
SNORD142	2	9	9	9	15	17	4	13	13	6	10
PITRM1	3402	3188	3043	2912	3174	3233	3511	3290	3035	2912	3074
PITRM1-AS1	603	540	487	495	552	615	572	571	506	522	541
LINC02668	0	1	0	0	0	0	0	0	0	0	3
LOC105376353	1	1	0	0	0	0	1	0	0	1	1
LOC107987146	0	0	0	0	0	0	2	0	0	0	0
LOC105376356	0	0	0	0	0	0	0	0	0	0	0
LOC105376360	6	9	12	3	3	3	1	2	1	0	1
LOC105376358	0	0	0	0	0	0	0	0	0	0	0
LOC105376357	0	0	0	0	0	0	0	0	0	0	0
LINC02669	0	2	2	0	0	2	3	2	1	4	2
LOC107984192	11	11	8	5	11	16	23	24	11	11	9
LOC107984193	0	0	0	0	0	0	0	0	0	0	0
LOC105376361	47	77	74	22	16	5	4	9	15	12	10
LOC105376363	23	8	9	2	8	2	6	1	6	4	4
KLF6	5740	5330	5044	3858	4198	4469	4948	4789	4078	3850	3925
LOC105376364	72	70	70	25	28	24	53	42	46	27	21
LINC02639	7	3	3	1	5	1	1	4	0	1	2
LINC02660	1	0	3	1	0	2	1	0	0	0	0
LOC105376367	224	163	199	82	104	102	79	76	68	92	61
MIR6078	0	0	0	0	0	0	0	0	0	0	0
LOC107984195	0	0	0	0	0	0	0	0	0	0	0
LOC101927964	0	0	0	0	0	0	0	0	0	0	0
LOC107984196	0	0	0	0	0	0	0	0	0	0	0
LOC105376368	0	0	0	0	0	0	0	0	1	0	0
LINC00702	0	0	0	0	0	0	0	1	0	0	0
LOC105376369	1	2	5	0	0	0	0	0	0	0	0
LOC105376370	0	0	0	0	0	0	0	0	0	0	0
LOC105376371	0	0	0	0	0	0	0	0	0	0	0
LOC105376372	0	0	0	0	0	0	0	0	0	0	0
LINC00703	0	0	0	0	0	0	0	0	0	0	0
MANCR	85	64	49	36	46	26	27	24	42	23	46
LINC00705	9	2	7	5	4	4	2	1	5	3	0
LOC105376373	22	14	23	14	13	10	11	20	12	13	16
LOC105376375	674	551	543	372	397	412	462	448	403	345	326
LOC107984197	20	21	21	24	34	22	27	27	21	16	23
LOC105376374	667	603	563	243	246	424	448	397	269	283	279
AKR1E2	325	249	260	259	264	406	416	350	282	217	247
AKR1C6P	20	17	16	24	17	21	41	29	20	27	22
AKR1C1	2220	1958	1842	5588	6005	8535	9796	8882	6087	5443	6136
AKR1C2	71	68	55	307	324	1216	1351	1274	403	392	446
LOC101928051	24	33	20	55	53	69	50	89	59	44	39
LOC107984198	8	2	4	9	7	23	25	21	15	14	16
AKR1C3	23	22	12	63	58	364	492	436	79	89	96
AKR1C8	0	0	0	0	0	0	0	0	0	0	0
AKR1C4	0	0	0	0	6	1	16	1	0	0	2
LINC02561	1	0	0	0	1	5	0	2	1	0	0
UCN3	1	0	0	0	0	0	0	0	0	0	0
TUBAL3	0	0	1	0	0	1	0	3	0	0	1
NET1	3192	2829	2519	1755	1786	1219	1372	1437	1777	1586	1646
CALML5	0	0	0	0	0	0	0	0	0	0	0
CALML3-AS1	6	1	2	0	0	1	2	1	0	3	0
CALML3	0	1	0	0	0	0	0	0	3	0	0
LOC107984169	0	0	0	0	0	0	0	0	0	0	0
LOC105376380	1	2	1	0	0	0	0	0	0	0	0
LOC105376381	0	0	0	0	0	2	0	0	0	0	0
LASTR	20	26	21	9	13	1	0	0	6	1	2
LINC02678	2	0	0	0	0	0	0	0	0	0	0
LINC02677	0	0	0	0	0	0	0	0	0	0	0
LOC107984199	0	0	0	0	0	0	0	0	0	0	0
ASB13	797	725	727	570	570	509	518	469	517	520	561
TASOR2	4514	4037	3912	4500	5003	3804	4280	4610	4871	4460	4669
GDI2	7377	6447	6158	7181	7745	6260	7077	7048	7649	7077	7542
TRV-TAC3-1	0	0	3	0	1	0	0	1	1	0	0
ANKRD16	157	193	163	210	192	225	252	231	232	213	222
FBH1	2015	1799	1747	1839	1977	2051	2162	2000	2054	1846	1968
LOC105376384	252	211	201	209	223	220	263	223	228	228	210
IL15RA	87	89	80	72	88	105	111	114	58	77	94
LOC107984200	19	20	29	27	24	34	34	38	16	22	33
IL2RA	0	0	0	0	0	0	0	0	0	0	0
LOC107984201	0	0	0	0	0	0	0	0	0	0	0
RBM17	2497	2205	2066	2396	2463	2000	2057	1907	2500	2226	2425
LOC101928080	0	0	0	0	0	2	2	0	0	0	0
PFKFB3	1532	1309	1238	1495	1530	1119	1226	1160	1319	1202	1288
MIR3155A	0	0	0	0	0	0	0	0	0	1	0
MIR3155B	0	0	0	0	0	0	0	0	0	1	0
LINC02649	5	4	3	4	0	5	2	3	3	0	3
LINC02656	1	0	1	3	3	5	11	5	2	1	1
PRKCQ	7	6	10	6	13	3	5	9	10	3	9
LOC107984202	0	0	0	0	0	0	0	0	0	0	0
PRKCQ-AS1	25	13	19	11	38	16	14	10	25	26	25
LINC02648	0	0	0	0	0	0	0	0	0	0	0
LINP1	12	9	22	96	88	69	80	71	110	105	83
LINC00706	0	0	0	3	10	7	1	1	4	8	2
LINC00707	14	7	11	39	54	22	25	22	51	40	42
LOC107984203	0	0	0	0	0	0	1	1	3	1	1
LOC105376387	5	1	9	10	17	7	8	7	15	15	16
LINC02665	0	0	0	0	0	0	0	0	0	0	0
SFMBT2	72	99	115	104	119	135	136	121	119	138	115
SNORD129	0	0	0	0	0	0	0	0	0	0	0
LINC02642	0	0	0	0	0	0	0	0	0	0	0
LOC105376390	0	0	0	0	0	0	0	0	0	0	0
LOC105376391	0	0	0	0	0	0	0	0	0	0	0
ITIH5	0	0	0	0	0	0	0	0	0	0	0
ITIH2	9	2	0	4	7	12	4	9	3	5	6
KIN	296	277	250	273	302	233	277	309	326	284	263
ATP5F1C	3652	3147	2857	3363	3643	3311	3670	3709	3753	3366	3577
LOC105376392	309	258	245	265	311	284	309	331	328	275	263
TAF3	393	358	310	350	418	277	323	372	375	345	412
LOC105376394	0	0	0	0	0	0	0	0	0	0	0
GATA3	19	14	21	5	5	24	26	23	6	8	10
GATA3-AS1	4	8	2	3	4	0	5	2	4	4	2
LOC107984204	1	1	0	1	0	1	0	0	0	2	1
LOC105376395	0	0	0	0	0	0	0	0	0	0	0
LOC107984206	0	0	0	0	0	0	0	0	0	0	0
LOC107984205	0	0	0	0	0	0	0	0	0	0	0
LINC00708	0	0	0	0	0	0	0	0	0	0	0
LOC105376396	0	0	0	0	0	0	0	0	0	0	0
LOC105376397	0	0	0	0	0	0	0	0	0	0	0
LOC105376398	0	0	0	0	0	0	0	0	0	0	0
LOC105376399	0	0	0	0	0	0	0	0	0	0	0
LOC105376400	0	0	0	0	0	0	0	0	0	0	0
LINC02676	0	0	0	0	0	0	0	0	0	0	0
LOC101928272	0	0	0	0	0	0	0	0	0	0	0
LINC00709	0	0	0	0	0	0	0	0	0	0	0
LOC112268059	0	0	0	0	0	0	0	0	0	0	0
LINC02663	0	0	0	0	0	0	0	0	0	0	0
LOC105376403	0	0	0	0	0	0	0	0	0	0	0
LINC02670	0	0	0	0	0	0	0	0	0	0	0
LOC107984207	0	0	0	0	0	0	0	0	0	0	0
CELF2-DT	0	0	0	0	0	0	0	0	0	0	0
CELF2	0	1	0	0	0	0	0	0	0	0	0
SFTA1P	0	0	0	0	0	0	0	0	0	0	0
LOC105376405	0	0	0	0	0	0	0	0	0	0	0
LINC00710	0	0	0	0	0	0	0	0	0	0	0
CELF2-AS2	0	0	0	0	0	0	0	0	0	0	0
CELF2-AS1	0	0	0	1	0	0	0	0	0	0	0
LOC105376409	0	0	0	0	0	0	0	0	0	0	0
USP6NL	551	485	434	503	530	447	566	535	532	560	645
LOC105376411	18	22	16	19	22	15	18	21	23	20	35
LOC105376410	0	1	1	0	0	0	1	0	4	0	0
USP6NL-AS1	21	18	22	23	20	21	15	23	16	24	15
LOC105376413	1	0	0	1	0	0	0	0	0	0	0
LOC105376412	1	0	0	0	0	0	0	0	0	0	0
ECHDC3	2	1	0	0	1	1	0	2	2	1	0
LOC105379850	0	0	0	0	0	0	0	0	0	0	0
LOC105376415	0	0	0	0	0	0	0	0	0	0	0
PROSER2	123	87	99	87	121	77	91	91	100	115	106
PROSER2-AS1	14	9	8	9	8	8	11	5	11	7	9
UPF2	1339	1199	1053	1591	1651	1371	1481	1594	1754	1505	1660
LOC105376416	0	0	0	0	1	0	2	1	0	0	0
DHTKD1	2981	2635	2537	3002	3339	2380	2639	2445	3091	2862	3010
SEC61A2	671	597	621	668	730	719	718	705	718	671	773
MIR548AK	1	2	0	0	1	1	0	0	1	0	2
NUDT5	1743	1513	1544	1695	1834	1468	1614	1584	1808	1565	1823
CDC123	3508	3019	2782	3161	3256	2510	2665	2450	3160	2863	2976
CAMK1D	352	364	298	379	367	311	322	223	373	298	322
LOC107984209	0	0	0	0	0	0	0	0	1	0	2
MIR4480	0	0	0	0	0	0	0	0	0	0	0
MIR4481	0	1	0	0	0	0	0	0	0	0	0
MIR548Q	0	0	0	0	0	0	0	0	0	0	0
CCDC3	283	223	262	206	218	224	259	256	215	220	209
LOC105376418	0	0	1	0	2	0	0	1	0	2	3
OPTN	1774	1556	1547	1407	1448	2726	3141	2820	1879	1756	1856
MCM10	1249	1038	1048	1322	1441	513	681	723	1187	1059	1166
UCMA	0	0	0	2	0	1	0	0	1	0	0
PHYH	698	649	639	523	615	1088	1300	1157	734	691	637
SEPHS1	2767	2569	2349	3102	3243	2678	2785	2639	3094	2863	3126
LOC105376419	0	0	0	0	0	0	0	0	0	0	0
LOC105376420	0	0	0	0	0	0	0	0	0	0	0
BEND7	250	216	203	115	129	144	155	169	157	143	164
BEND7-DT	3	1	3	1	1	2	0	0	0	1	2
LOC105376422	0	0	0	0	0	0	0	0	0	0	0
PRPF18	760	660	588	674	667	645	632	717	738	670	658
FRMD4A	286	246	212	228	297	339	355	361	284	276	310
LOC105376426	0	0	0	0	0	0	0	0	0	0	0
LOC105376425	0	0	0	0	0	0	0	0	0	0	0
LOC101928453	0	0	0	0	0	0	0	0	0	0	0
MIR4293	0	0	0	0	0	0	0	0	0	0	0
MIR1265	0	0	0	0	0	0	0	0	0	0	0
FAM107B	374	343	296	1322	1472	2554	2925	2926	1577	1420	1542
LOC105376429	0	0	0	0	1	0	0	0	0	0	0
LOC105376428	0	0	0	0	1	0	1	0	1	0	0
CDNF	36	28	24	24	28	45	56	51	28	29	14
HSPA14	1519	1316	1194	1759	1799	1154	1296	1318	1821	1630	1670
SUV39H2	607	475	425	625	684	346	443	501	645	589	589
DCLRE1C	601	500	458	647	782	446	530	586	727	596	705
MEIG1	15	2	12	5	17	8	13	10	9	8	26
ACBD7-DCLRE1CP1	27	26	30	26	27	32	19	36	36	36	33
DCLRE1CP1	1	1	2	1	2	4	1	2	2	3	3
OLAH	4	0	1	0	5	3	8	9	1	2	1
ACBD7	416	352	331	325	403	367	381	426	442	424	514
RPP38-DT	32	23	24	40	35	53	51	61	40	36	32
RPP38	575	441	406	484	516	489	529	527	488	472	493
LOC105376431	12	17	13	11	21	28	20	26	18	12	28
NMT2	2876	2482	2498	2362	2615	2748	3193	2989	2723	2424	2604
LOC107984210	222	241	204	212	245	260	311	272	254	213	208
PPIAP30	2	2	1	2	2	1	1	2	1	1	2
LOC105376434	4	3	4	3	0	1	5	5	5	0	3
LOC107984211	8	0	6	8	0	3	3	4	4	8	5
FAM171A1	1532	1288	1201	1417	1534	1655	1736	1740	1533	1440	1532
LOC105376433	0	0	0	3	0	0	2	3	1	0	0
ITGA8	0	0	0	0	0	2	0	0	0	0	0
MINDY3	684	599	543	500	542	454	561	568	566	573	532
LINC02654	0	0	0	0	0	0	0	0	0	0	0
PTER	763	703	647	666	728	576	617	712	733	651	685
C1QL3	43	40	33	33	52	34	35	45	32	34	31
LOC101928701	4	4	1	3	4	5	4	6	3	5	2
RSU1	2164	2006	1806	2428	2596	1934	2295	2089	2202	2112	2181
LOC105376435	0	0	0	0	0	0	1	0	0	0	0
CUBN	5002	4424	4279	3874	4108	4048	4559	4216	3850	3546	3741
TRDMT1	323	284	216	283	346	191	246	238	306	287	350
VIM-AS1	25213	22774	21611	22311	23084	26977	28625	24956	21962	22286	22649
VIM	90268	81515	77333	76304	82287	85813	95048	88183	82070	75188	80394
ST8SIA6	46	37	39	65	85	62	68	82	56	64	60
ST8SIA6-AS1	2	0	1	0	1	0	1	2	0	0	0
LOC105376436	16	7	5	5	9	6	9	2	3	6	8
LOC105376437	0	0	0	0	0	0	0	0	0	0	0
HACD1	375	370	351	712	667	625	690	721	691	579	653
STAM-DT	39	31	30	43	40	26	47	56	44	53	53
STAM	659	552	481	615	651	552	519	619	699	615	625
TMEM236	11	7	9	20	20	18	12	10	25	10	17
LOC107984212	0	2	0	1	0	0	0	2	0	1	1
MRC1	0	4	0	3	2	5	0	2	0	0	5
MIR511	0	0	0	0	0	0	0	0	0	0	0
SLC39A12	0	0	0	0	0	0	0	0	0	0	0
SLC39A12-AS1	0	0	0	0	0	0	0	0	0	0	0
CACNB2	48	44	58	59	49	44	41	74	59	39	43
LOC107984213	0	0	0	0	0	0	0	0	0	0	0
NSUN6	274	183	211	250	276	236	261	272	305	264	260
ARL5B	1052	849	813	902	968	685	815	1004	1076	877	886
LOC105376440	0	0	0	0	0	0	0	0	0	0	0
LOC107984180	0	0	0	0	0	0	0	0	0	0	0
MALRD1	0	0	0	0	0	0	0	0	0	0	1
LOC105376441	0	0	0	0	0	0	0	0	0	0	0
LOC102724082	0	0	0	0	0	0	0	0	0	0	0
LOC101928834	0	0	0	0	0	0	0	0	0	0	0
PLXDC2	0	0	0	0	0	1	0	1	0	1	0
MIR4675	0	0	0	0	0	0	0	0	0	0	0
LOC105376442	0	0	0	0	0	0	0	0	0	0	0
NEBL	248	210	177	253	261	313	423	457	343	275	306
LOC102725112	0	0	0	0	0	0	0	0	0	0	0
NEBL-AS1	8	6	5	9	13	16	13	18	11	9	15
LINC02643	101	71	64	30	40	31	29	56	26	19	30
LOC105376445	1	1	0	0	1	0	0	0	0	0	0
MIR1915HG	381	362	305	463	422	644	642	613	471	471	510
MIR1915	13	11	11	12	32	30	30	15	14	16	22
SKIDA1	17	18	21	27	19	14	19	21	25	23	36
MLLT10	1310	1206	1173	1130	1343	1147	1405	1397	1262	1121	1345
LOC107984214	3	0	2	4	6	5	7	2	3	4	4
DNAJC1	427	358	330	403	401	472	453	444	426	339	411
EBLN1	0	0	0	0	0	0	0	0	0	0	0
TRN-GTT2-3	0	0	0	2	0	0	6	1	0	0	1
LOC105376447	1	0	3	5	1	1	1	4	2	0	0
LOC100130992	6	2	7	7	1	4	1	11	6	7	4
COMMD3-BMI1	306	240	249	205	232	228	270	258	294	247	297
COMMD3	149	114	127	107	108	150	178	147	145	126	162
BMI1	195	165	169	135	159	120	144	153	193	158	194
SPAG6	1	0	0	0	0	0	0	0	1	0	0
LOC105376448	0	0	0	0	0	0	0	0	0	0	0
LINC03027	13	6	7	12	14	21	19	30	13	15	7
LOC105376449	0	0	0	0	0	0	0	1	0	0	0
LOC105376450	0	0	0	0	0	0	0	0	0	0	0
